icao24,callsign,estdepartureairport,estarrivalairport,firstseen,lastseen,takeofftime,landingtime,takeofflatitude,takeofflongitude,landinglatitude,landinglongitude
e48014,TAM3004 ,SBSP,SBBR,1719924931,1719929609,,,,,,
e49221,TAM4700 ,SBSP,SBBR,1719928114,1719932636,,,,,,
e49104,GLO1444 ,SBSP,SBBR,1719929562,1719934168,,,,,,
e49aa8,TAM3008 ,SBSP,SBBR,1719931022,1719935753,,,,,,
e49a97,AZU6002 ,SBSP,SBBR,1719935329,1719939976,,,,,,
e495db,TAM3108 ,SBSP,SBBR,1719938775,1719943433,,,,,,
1c9df9,PPARA   ,SBSP,SBBR,1719939749,1719944090,,,,,,
e49608,AZU6004 ,SBSP,SBBR,1719941145,1719945766,,,,,,
e494bc,GLO1452 ,SBSP,SBBR,1719942114,1719946753,,,,,,
e48275,TAM4704 ,SBSP,SBBR,1719942780,1719957281,,,,,,
e48014,TAM3581 ,SBSP,SBBR,1719944494,1719949123,,,,,,
e47e7f,GLO1454 ,SBSP,SBBR,1719948030,1719952645,,,,,,
e48f02,GLO1334 ,SBSP,SBBR,1719948991,1719959188,,,,,,
e49aaa,TAM3104 ,SBSP,SBBR,1719950049,1719959652,,,,,,
e4923f,PPVFV   ,SBSP,SBBR,1719951172,1719956231,,,,,,
e493b9,AZU4524 ,SBSP,SBBR,1719951672,1719956320,,,,,,
e48fb6,GLO1456 ,SBSP,SBBR,1719954992,1719959461,,,,,,
e4944e,TAM3012 ,SBSP,SBBR,1719955895,1719960450,,,,,,
e490ee,TAM3176 ,SBSP,SBBR,1719956113,1719968789,,,,,,
e49908,TAM3787 ,SBSP,SBBR,1719960059,1719970319,,,,,,
e48ce6,TAM3018 ,SBSP,SBBR,1719960327,1719965098,,,,,,
e48613,GLO1472 ,SBSP,SBBR,1719965944,1719970589,,,,,,
e49699,AZU6008 ,SBSP,SBBR,1719967272,1719971919,,,,,,
e486c3,TAM3022 ,SBSP,SBBR,1719967446,1719972162,,,,,,
e492d2,PRFVF   ,SBSP,SBBR,1719997813,1720003267,,,,,,
e49a59,GLO1402 ,SBSP,SBBR,1719998141,1720003519,,,,,,
e495db,TAM3000 ,SBSP,SBBR,1719998326,1720003692,,,,,,
e4811c,PPNNN   ,SBSP,SBBR,1720000087,1720006928,,,,,,
e49b51,GLO1430 ,SBSP,SBBR,1720000480,1720005359,,,,,,
e493b9,AZU6011 ,SBSP,SBBR,1720003724,1720008402,,,,,,
e48011,TAM3537 ,SBSP,SBBR,1720004047,1720008805,,,,,,
e49608,AZU6000 ,SBSP,SBBR,1720009118,1720013902,,,,,,
e48395,GLO1442 ,SBSP,SBBR,1720010660,1720015459,,,,,,
e47fa6,TAM3004 ,SBSP,SBBR,1720010983,1720015769,,,,,,
e490ef,TAM4700 ,SBSP,SBBR,1720014422,1720018886,,,,,,
e48e46,TAM3008 ,SBSP,SBBR,1720017932,1720022806,,,,,,
e49a97,AZU6002 ,SBSP,SBBR,1720021724,1720026479,,,,,,
e483bb,FAB2591 ,SBSP,SBBR,1720023572,1720028545,,,,,,
e49608,AZU6004 ,SBSP,SBBR,1720027416,1720032363,,,,,,
e48f02,GLO1452 ,SBSP,SBBR,1720028138,1720032907,,,,,,
e49aaa,TAM3709 ,SBSP,SBBR,1720029343,1720042816,,,,,,
e4869f,PRFNE   ,SBSP,SBBR,1720029917,1720034314,,,,,,
e49907,TAM3581 ,SBSP,SBBR,1720031130,1720035639,,,,,,
e4962d,AZU6006 ,SBSP,SBBR,1720033471,1720038313,,,,,,
e49593,FAB3702 ,SBSP,SBBR,1720035001,1720040538,,,,,,
e4988e,GLO1454 ,SBSP,SBBR,1720036005,1720040849,,,,,,
e4943e,GLO1705 ,SBSP,SBBR,1720036188,1720045575,,,,,,
e49764,TAM3104 ,SBSP,SBBR,1720036574,1720046556,,,,,,
e49a54,AZU4524 ,SBSP,SBBR,1720038664,1720043399,,,,,,
e49cac,GLO1456 ,SBSP,SBBR,1720041001,1720045751,,,,,,
e48799,TAM3176 ,SBSP,SBBR,1720042143,1720055079,,,,,,
e48c4d,TAM3012 ,SBSP,SBBR,1720042544,1720047303,,,,,,
e485b2,TAM3787 ,SBSP,SBBR,1720046106,1720056939,,,,,,
e483be,GLO1472 ,SBSP,SBBR,1720051211,1720055917,,,,,,
e4962d,AZU6008 ,SBSP,SBBR,1720053668,1720058239,,,,,,
e4805d,TAM3022 ,SBSP,SBBR,1720054140,1720058924,,,,,,
e491f1,TAM3000 ,SBSP,SBBR,1720084150,1720089085,,,,,,
e48dfe,PPSCN   ,SBSP,SBBR,1720086109,1720091278,,,,,,
e49cac,GLO1430 ,SBSP,SBBR,1720086870,1720091606,,,,,,
e49a54,AZU6011 ,SBSP,SBBR,1720089258,1720094055,,,,,,
e49907,TAM3537 ,SBSP,SBBR,1720090470,1720095373,,,,,,
e49697,TAM3006 ,SBSP,SBBR,1720092085,1720097170,,,,,,
e49608,AZU6000 ,SBSP,SBBR,1720097220,1720101699,,,,,,
e47e7f,GLO1442 ,SBSP,SBBR,1720097954,1720102679,,,,,,
e4999d,TAM3004 ,SBSP,SBBR,1720098421,1720103187,,,,,,
e48b64,TAM4700 ,SBSP,SBBR,1720100988,1720105843,,,,,,
e48dc2,TAM3008 ,SBSP,SBBR,1720104005,1720108954,,,,,,
e49a97,AZU6002 ,SBSP,SBBR,1720107193,1720112045,,,,,,
e49764,TAM3108 ,SBSP,SBBR,1720111420,1720116428,,,,,,
e49608,AZU6004 ,SBSP,SBBR,1720113822,1720118389,,,,,,
e48501,GLO1452 ,SBSP,SBBR,1720115371,1720120327,,,,,,
e4819c,TAM3709 ,SBSP,SBBR,1720116132,1720129626,,,,,,
e4999d,TAM3581 ,SBSP,SBBR,1720116611,1720121459,,,,,,
e49a54,AZU6006 ,SBSP,SBBR,1720119521,1720124424,,,,,,
e4a015,PSECF   ,SBSP,SBBR,1720120410,1720125940,,,,,,
e49104,GLO1454 ,SBSP,SBBR,1720121268,1720126044,,,,,,
e4956e,GLO1705 ,SBSP,SBBR,1720122063,1720132589,,,,,,
e48e55,TAM3104 ,SBSP,SBBR,1720123803,1720133229,,,,,,
e4814b,GLO1456 ,SBSP,SBBR,1720127311,1720132058,,,,,,
e49866,AZU4524 ,SBSP,SBBR,1720127760,1720132485,,,,,,
e491ef,TAM3176 ,SBSP,SBBR,1720128650,1720141480,,,,,,
e49c59,TAM3012 ,SBSP,SBBR,1720129055,1720133992,,,,,,
e48198,TAM3787 ,SBSP,SBBR,1720132545,1720143648,,,,,,
e48c4c,TAM4546 ,SBSP,SBBR,1720138422,1720143338,,,,,,
e49a54,AZU6008 ,SBSP,SBBR,1720140895,1720145788,,,,,,
e49523,GLO1402 ,SBSP,SBBR,1720171876,1720176833,,,,,,
e491c3,GLO1430 ,SBSP,SBBR,1720173241,1720178083,,,,,,
e49866,AZU6011 ,SBSP,SBBR,1720175790,1720180956,,,,,,
e49220,TAM3537 ,SBSP,SBBR,1720176034,1720181171,,,,,,
e4997c,TAM3006 ,SBSP,SBBR,1720178859,1720183688,,,,,,
e49608,AZU6000 ,SBSP,SBBR,1720181916,1720187004,,,,,,
e48f04,GLO1442 ,SBSP,SBBR,1720184180,1720189040,,,,,,
e480f9,TAM3004 ,SBSP,SBBR,1720184445,1720189390,,,,,,
e49aa9,TAM4700 ,SBSP,SBBR,1720187221,1720192224,,,,,,
e491f0,TAM3008 ,SBSP,SBBR,1720190670,1720195667,,,,,,
e49d21,AZU6002 ,SBSP,SBBR,1720193501,1720198506,,,,,,
e49907,TAM3108 ,SBSP,SBBR,1720197852,1720202819,,,,,,
e492d2,PRFVF   ,SBSP,SBBR,1720200064,1720205191,,,,,,
e49608,AZU6004 ,SBSP,SBBR,1720200256,1720205415,,,,,,
e48986,GLO1452 ,SBSP,SBBR,1720201502,1720206485,,,,,,
e48274,TAM3709 ,SBSP,SBBR,1720202763,1720217021,,,,,,
e495db,TAM3581 ,SBSP,SBBR,1720204472,1720209670,,,,,,
e492b0,AZU6006 ,SBSP,SBBR,1720206772,1720211797,,,,,,
e483be,GLO1454 ,SBSP,SBBR,1720207591,1720212508,,,,,,
e48613,GLO1705 ,SBSP,SBBR,1720207847,1720218936,,,,,,
e4827c,TAM3104 ,SBSP,SBBR,1720208960,1720219087,,,,,,
e4948c,AZU4524 ,SBSP,SBBR,1720213776,1720218663,,,,,,
e483bb,FAB01   ,SBSP,SBBR,1720214228,1720219451,,,,,,
e4950d,GLO1456 ,SBSP,SBBR,1720214599,1720219768,,,,,,
e480d1,TAM3012 ,SBSP,SBBR,1720215360,1720220353,,,,,,
e48dc1,TAM3176 ,SBSP,SBBR,1720216929,1720228656,,,,,,
e495c6,GLO1472 ,SBSP,SBBR,1720224218,1720229257,,,,,,
e48c38,PPVYV   ,SBSP,SBBR,1720225493,1720230862,,,,,,
e492b0,AZU6008 ,SBSP,SBBR,1720226953,1720231838,,,,,,
e48799,TAM3022 ,SBSP,SBBR,1720231097,1720236116,,,,,,
e48120,GLO1402 ,SBSP,SBBR,1720257401,1720262537,,,,,,
e4956e,GLO1430 ,SBSP,SBBR,1720259022,1720264091,,,,,,
e47ffe,TAM3004 ,SBSP,SBBR,1720265799,1720270854,,,,,,
e48989,GLO1442 ,SBSP,SBBR,1720270038,1720275088,,,,,,
e48f72,PRNGM   ,SBSP,SBBR,1720272096,1720277375,,,,,,
e49050,AZU2780 ,SBSP,SBBR,1720272785,1720284675,,,,,,
e49220,TAM4700 ,SBSP,SBBR,1720272900,1720278808,,,,,,
e490ef,TAM3709 ,SBSP,SBBR,1720280191,1720294408,,,,,,
e48135,TAM3609 ,SBSP,SBBR,1720286226,1720291298,,,,,,
e48014,TAM3016 ,SBSP,SBBR,1720296362,1720301241,,,,,,
e4966d,AZU6006 ,SBSP,SBBR,1720298987,1720304038,,,,,,
e495de,AZU4779 ,SBSP,SBBR,1720303872,1720316065,,,,,,
e48396,GLO1400 ,SBSP,SBBR,1720343456,1720348316,,,,,,
e49d21,AZU4673 ,SBSP,SBBR,1720343617,1720355574,,,,,,
e48ad5,TAM3004 ,SBSP,SBBR,1720351895,1720356747,,,,,,
e48106,GLO1442 ,SBSP,SBBR,1720356231,1720361197,,,,,,
e480d1,TAM3008 ,SBSP,SBBR,1720360218,1720365103,,,,,,
e48daf,AZU6002 ,SBSP,SBBR,1720366171,1720371146,,,,,,
e47ffe,TAM3010 ,SBSP,SBBR,1720367944,1720372739,,,,,,
e495db,TAM3709 ,SBSP,SBBR,1720370740,1720383787,,,,,,
e48989,GLO1452 ,SBSP,SBBR,1720374186,1720378947,,,,,,
e48273,TAM3012 ,SBSP,SBBR,1720376322,1720381079,,,,,,
e48987,GLO1454 ,SBSP,SBBR,1720379960,1720385032,,,,,,
e492d2,PRFVF   ,SBSP,SBBR,1720382143,1720387099,,,,,,
e48135,TAM3472 ,SBSP,SBBR,1720383183,1720392664,,,,,,
e480f9,TAM3176 ,SBSP,SBBR,1720383898,1720397887,,,,,,
e4948b,AZU4524 ,SBSP,SBBR,1720385868,1720390915,,,,,,
e48b00,GLO1456 ,SBSP,SBBR,1720386518,1720391528,,,,,,
e49aa9,TAM3609 ,SBSP,SBBR,1720387187,1720392165,,,,,,
e47f70,GLO1472 ,SBSP,SBBR,1720396908,1720401945,,,,,,
e4803d,TAM4554 ,SBSP,SBBR,1720399174,1720404069,,,,,,
e49aaa,TAM3022 ,SBSP,SBBR,1720401757,1720406855,,,,,,
e48011,TAM3000 ,SBSP,SBBR,1720429855,1720434829,,,,,,
e48db0,GLO1400 ,SBSP,SBBR,1720430111,1720435173,,,,,,
e48985,GLO1430 ,SBSP,SBBR,1720431731,1720436668,,,,,,
e4948b,AZU6011 ,SBSP,SBBR,1720434442,1720439368,,,,,,
e49c5a,TAM3537 ,SBSP,SBBR,1720435052,1720440117,,,,,,
e486c1,TAM3006 ,SBSP,SBBR,1720437891,1720442953,,,,,,
e49d24,AZU6000 ,SBSP,SBBR,1720441624,1720446738,,,,,,
e49270,GLO1442 ,SBSP,SBBR,1720443251,1720448328,,,,,,
e4917f,TAM3004 ,SBSP,SBBR,1720443815,1720448817,,,,,,
e40144,FAB2585 ,SBSP,SBBR,1720445482,1720450569,,,,,,
e48045,TAM4700 ,SBSP,SBBR,1720447427,1720452459,,,,,,
e48e55,TAM3008 ,SBSP,SBBR,1720449819,1720454800,,,,,,
e4950e,GLO1444 ,SBSP,SBBR,1720449969,1720454924,,,,,,
e48f72,PRNGM   ,SBSP,SBBR,1720451517,1720456872,,,,,,
e49763,TAM3108 ,SBSP,SBBR,1720456630,1720461615,,,,,,
e49d24,AZU6004 ,SBSP,SBBR,1720459267,1720464506,,,,,,
e48ad4,TAM3709 ,SBSP,SBBR,1720461287,1720475366,,,,,,
e4952e,GLO1705 ,SBSP,SBBR,1720463949,1720477691,,,,,,
e491f0,TAM3104 ,SBSP,SBBR,1720468050,1720478261,,,,,,
e49590,AZU6006 ,SBSP,SBBR,1720468444,1720473480,,,,,,
e49591,AZU4524 ,SBSP,SBBR,1720471012,1720476088,,,,,,
e49cab,GLO1456 ,SBSP,SBBR,1720472671,1720477795,,,,,,
e49763,TAM3176 ,SBSP,SBBR,1720473995,1720486482,,,,,,
e4894e,TAM3018 ,SBSP,SBBR,1720478554,1720483512,,,,,,
e49957,GLO1472 ,SBSP,SBBR,1720483205,1720488135,,,,,,
e49591,AZU6008 ,SBSP,SBBR,1720487906,1720492745,,,,,,
e4988f,GLO1400 ,SBSP,SBBR,1720516125,1720521483,,,,,,
e48053,TAM3000 ,SBSP,SBBR,1720516523,1720522123,,,,,,
e4952e,GLO1430 ,SBSP,SBBR,1720519121,1720524138,,,,,,
e4923f,PPVFV   ,SBSP,SBBR,1720520057,1720529939,,,,,,
e49590,AZU6011 ,SBSP,SBBR,1720522375,1720527590,,,,,,
e48043,TAM3537 ,SBSP,SBBR,1720524093,1720529254,,,,,,
e4808c,TAM3006 ,SBSP,SBBR,1720525501,1720530610,,,,,,
e49d24,AZU6000 ,SBSP,SBBR,1720529166,1720534468,,,,,,
e49776,PSPVS   ,SBSP,SBBR,1720529527,1720534675,,,,,,
e49956,GLO1442 ,SBSP,SBBR,1720530006,1720535032,,,,,,
e48f72,PRNGM   ,SBSP,SBBR,1720530163,1720535923,,,,,,
e490ef,TAM3004 ,SBSP,SBBR,1720531160,1720536496,,,,,,
e48273,TAM4700 ,SBSP,SBBR,1720533263,1720538544,,,,,,
e49aaa,TAM3008 ,SBSP,SBBR,1720536061,1720541401,,,,,,
e49f44,AZU6002 ,SBSP,SBBR,1720538951,1720544483,,,,,,
e47f41,        ,SBSP,SBBR,1720540336,1720546250,,,,,,
e48ec6,TAM3108 ,SBSP,SBBR,1720543462,1720548622,,,,,,
e49d24,AZU6004 ,SBSP,SBBR,1720546803,1720552168,,,,,,
e48a10,PPSFY   ,SBSP,SBBR,1720547565,1720552931,,,,,,
e49c59,TAM3581 ,SBSP,SBBR,1720549380,1720554445,,,,,,
e4851a,TAM3709 ,SBSP,SBBR,1720549521,1720563469,,,,,,
e49590,AZU6006 ,SBSP,SBBR,1720550822,1720555885,,,,,,
e484fb,GLO1454 ,SBSP,SBBR,1720553283,1720558406,,,,,,
e48b66,TAM3104 ,SBSP,SBBR,1720555833,1720565951,,,,,,
e493c5,AZU4524 ,SBSP,SBBR,1720556777,1720561655,,,,,,
e48ad5,TAM3176 ,SBSP,SBBR,1720560580,1720573143,,,,,,
e49104,GLO1456 ,SBSP,SBBR,1720560763,1720565772,,,,,,
e49908,TAM3787 ,SBSP,SBBR,1720564577,1720575999,,,,,,
e483be,GLO1472 ,SBSP,SBBR,1720570754,1720575803,,,,,,
e4999e,TAM3022 ,SBSP,SBBR,1720571814,1720576858,,,,,,
e49590,AZU6008 ,SBSP,SBBR,1720572093,1720577336,,,,,,
e48eb7,PSGMJ   ,SBSP,SBBR,1720602500,1720608684,,,,,,
e491ef,TAM3000 ,SBSP,SBBR,1720602920,1720608203,,,,,,
e4814b,GLO1400 ,SBSP,SBBR,1720603210,1720608543,,,,,,
e49caa,GLO1430 ,SBSP,SBBR,1720604621,1720609917,,,,,,
e493c5,AZU6011 ,SBSP,SBBR,1720608309,1720613467,,,,,,
e48ad5,TAM3537 ,SBSP,SBBR,1720609541,1720614553,,,,,,
e48275,TAM3006 ,SBSP,SBBR,1720612365,1720617581,,,,,,
e4923f,PPVFV   ,SBSP,SBBR,1720612964,1720618379,,,,,,
e49608,AZU6000 ,SBSP,SBBR,1720614408,1720619902,,,,,,
e47f4f,GLO1442 ,SBSP,SBBR,1720615962,1720621139,,,,,,
e48045,TAM3004 ,SBSP,SBBR,1720617283,1720622440,,,,,,
e48274,TAM4700 ,SBSP,SBBR,1720620049,1720625232,,,,,,
e482c0,GLO1444 ,SBSP,SBBR,1720620785,1720626079,,,,,,
e480a2,TAM3008 ,SBSP,SBBR,1720622761,1720628213,,,,,,
e49d20,AZU6002 ,SBSP,SBBR,1720625417,1720630678,,,,,,
e48d49,PPESV   ,SBSP,SBBR,1720630591,1720635614,,,,,,
e495db,TAM3108 ,SBSP,SBBR,1720630983,1720636259,,,,,,
e4971b,00000000,SBSP,SBBR,1720631302,1720639103,,,,,,
e49608,AZU6004 ,SBSP,SBBR,1720632994,1720638193,,,,,,
e491ef,TAM3709 ,SBSP,SBBR,1720634070,1720648510,,,,,,
e49a07,PSBRR   ,SBSP,SBBR,1720634210,1720642735,,,,,,
e4972e,PSBRE   ,SBSP,SBBR,1720634898,1720642438,,,,,,
e48396,GLO1705 ,SBSP,SBBR,1720639562,1720652392,,,,,,
e48e92,GLO1454 ,SBSP,SBBR,1720640704,1720645683,,,,,,
e486c2,TAM3104 ,SBSP,SBBR,1720641631,1720651812,,,,,,
e4932a,AZU6006 ,SBSP,SBBR,1720643018,1720647869,,,,,,
e49d20,AZU4524 ,SBSP,SBBR,1720644699,1720650095,,,,,,
e4919f,GLO1456 ,SBSP,SBBR,1720645865,1720651153,,,,,,
e48014,TAM3176 ,SBSP,SBBR,1720648276,1720661305,,,,,,
e4894e,TAM3018 ,SBSP,SBBR,1720652108,1720657369,,,,,,
e47e7c,GLO1472 ,SBSP,SBBR,1720656604,1720661932,,,,,,
e48dc1,TAM3022 ,SBSP,SBBR,1720658467,1720663409,,,,,,
e4932a,AZU6008 ,SBSP,SBBR,1720660284,1720665403,,,,,,
e48b66,TAM3000 ,SBSP,SBBR,1720688975,1720694249,,,,,,
e49cab,GLO1400 ,SBSP,SBBR,1720689166,1720694654,,,,,,
e48987,GLO1430 ,SBSP,SBBR,1720691084,1720696298,,,,,,
e493c5,AZU6011 ,SBSP,SBBR,1720693794,1720699301,,,,,,
e49aa9,TAM3537 ,SBSP,SBBR,1720694086,1720699642,,,,,,
e49306,PRCBJ   ,SBSP,SBBR,1720699259,1720708469,,,,,,
e49608,AZU6000 ,SBSP,SBBR,1720699970,1720705229,,,,,,
e48e77,GLO1442 ,SBSP,SBBR,1720701071,1720706187,,,,,,
e48275,TAM3004 ,SBSP,SBBR,1720702632,1720707956,,,,,,
e49697,TAM4700 ,SBSP,SBBR,1720705961,1720711359,,,,,,
e49270,GLO1444 ,SBSP,SBBR,1720707781,1720713177,,,,,,
e48ec6,TAM3008 ,SBSP,SBBR,1720709347,1720714589,,,,,,
e49d24,AZU6002 ,SBSP,SBBR,1720711662,1720717037,,,,,,
e490ef,TAM3108 ,SBSP,SBBR,1720715820,1720721142,,,,,,
e49608,AZU6004 ,SBSP,SBBR,1720718340,1720724005,,,,,,
e48275,TAM3581 ,SBSP,SBBR,1720721104,1720726379,,,,,,
e493c5,AZU6006 ,SBSP,SBBR,1720724426,1720729828,,,,,,
e48e92,GLO1705 ,SBSP,SBBR,1720725491,1720736875,,,,,,
e49caa,GLO1454 ,SBSP,SBBR,1720725900,1720731228,,,,,,
e49220,TAM3104 ,SBSP,SBBR,1720727972,1720737533,,,,,,
e4962d,AZU4524 ,SBSP,SBBR,1720729320,1720734273,,,,,,
e48396,GLO1456 ,SBSP,SBBR,1720731622,1720736725,,,,,,
e48045,TAM3012 ,SBSP,SBBR,1720733203,1720738359,,,,,,
e48b66,TAM3176 ,SBSP,SBBR,1720733336,1720745917,,,,,,
e4894f,TAM3018 ,SBSP,SBBR,1720737406,1720742533,,,,,,
e48199,TAM3787 ,SBSP,SBBR,1720737843,1720749010,,,,,,
e48394,GLO1472 ,SBSP,SBBR,1720743132,1720748159,,,,,,
e48fc1,TAM3022 ,SBSP,SBBR,1720744840,1720749966,,,,,,
e493c5,AZU6008 ,SBSP,SBBR,1720745895,1720751034,,,,,,
e48120,GLO1400 ,SBSP,SBBR,1720775611,1720780889,,,,,,
e490ee,TAM3000 ,SBSP,SBBR,1720776127,1720781338,,,,,,
e49cab,GLO1430 ,SBSP,SBBR,1720776800,1720781868,,,,,,
e4962d,AZU6011 ,SBSP,SBBR,1720779786,1720784939,,,,,,
e48b64,TAM3006 ,SBSP,SBBR,1720783561,1720788729,,,,,,
e49608,AZU6000 ,SBSP,SBBR,1720786312,1720791487,,,,,,
e49889,GLO1442 ,SBSP,SBBR,1720787834,1720792793,,,,,,
e48fc1,TAM3004 ,SBSP,SBBR,1720788784,1720793938,,,,,,
e48f12,TAM4700 ,SBSP,SBBR,1720792793,1720797972,,,,,,
e495c6,GLO1444 ,SBSP,SBBR,1720793640,1720798750,,,,,,
e4982e,PSJES   ,SBSP,SBBR,1720793913,1720799405,,,,,,
e49698,TAM3008 ,SBSP,SBBR,1720795014,1720800159,,,,,,
e495de,AZU6002 ,SBSP,SBBR,1720797873,1720803175,,,,,,
e49697,TAM3108 ,SBSP,SBBR,1720802520,1720807516,,,,,,
e49608,AZU6004 ,SBSP,SBBR,1720805357,1720810611,,,,,,
e48fb7,GLO1975 ,SBSP,SBBR,1720806076,1720822515,,,,,,
e48fc1,TAM3709 ,SBSP,SBBR,1720807543,1720821882,,,,,,
e4808c,TAM3581 ,SBSP,SBBR,1720807825,1720813058,,,,,,
e4988d,GLO1466 ,SBSP,SBBR,1720811600,1720821223,,,,,,
e4956e,GLO1454 ,SBSP,SBBR,1720811732,1720816728,,,,,,
e4988e,GLO1705 ,SBSP,SBBR,1720812641,1720824115,,,,,,
e4962d,AZU6006 ,SBSP,SBBR,1720813325,1720818200,,,,,,
e490ee,TAM3104 ,SBSP,SBBR,1720813908,1720824276,,,,,,
e493c5,AZU4524 ,SBSP,SBBR,1720815840,1720820796,,,,,,
e48c03,GLO1456 ,SBSP,SBBR,1720818543,1720823675,,,,,,
e48b64,TAM3012 ,SBSP,SBBR,1720819459,1720824774,,,,,,
e4894f,TAM3018 ,SBSP,SBBR,1720824616,1720829548,,,,,,
e4851a,TAM3787 ,SBSP,SBBR,1720824846,1720835812,,,,,,
e48e78,GLO1472 ,SBSP,SBBR,1720829451,1720834463,,,,,,
e4962d,AZU6008 ,SBSP,SBBR,1720831082,1720836209,,,,,,
e49957,GLO1400 ,SBSP,SBBR,1720861846,1720866989,,,,,,
e48986,GLO1430 ,SBSP,SBBR,1720864022,1720869050,,,,,,
e48f12,TAM3004 ,SBSP,SBBR,1720870127,1720875261,,,,,,
e48274,TAM4700 ,SBSP,SBBR,1720877916,1720882876,,,,,,
e490ef,TAM3192 ,SBSP,SBBR,1720885381,1720900016,,,,,,
e48045,TAM3609 ,SBSP,SBBR,1720891230,1720896128,,,,,,
e486c3,TAM3098 ,SBSP,SBBR,1720899726,1720910012,,,,,,
e48043,TAM3016 ,SBSP,SBBR,1720900930,1720905800,,,,,,
e48c03,GLO1456 ,SBSP,SBBR,1720904100,1720909125,,,,,,
e48fc1,TAM3846 ,SBSP,SBBR,1720906252,1720911148,,,,,,
e48106,GLO1400 ,SBSP,SBBR,1720948410,1720953469,,,,,,
e48f72,PRNGM   ,SBSP,SBBR,1720953280,1720958574,,,,,,
e48e55,TAM3004 ,SBSP,SBBR,1720956968,1720961902,,,,,,
e48273,TAM3008 ,SBSP,SBBR,1720964213,1720969025,,,,,,
e48ad5,TAM3010 ,SBSP,SBBR,1720971360,1720976152,,,,,,
e48e55,TAM3709 ,SBSP,SBBR,1720974912,1720988614,,,,,,
e49c59,TAM3472 ,SBSP,SBBR,1720984983,1720996095,,,,,,
e49b52,GLO1705 ,SBSP,SBBR,1720986644,1720997043,,,,,,
e490ee,TAM3176 ,SBSP,SBBR,1720987865,1721002913,,,,,,
e4962d,AZU4524 ,SBSP,SBBR,1720990597,1720995494,,,,,,
e48043,TAM3609 ,SBSP,SBBR,1720991330,1720996436,,,,,,
e48fb6,GLO1472 ,SBSP,SBBR,1721003066,1721008194,,,,,,
e48be3,TAM4554 ,SBSP,SBBR,1721003256,1721008363,,,,,,
e4999f,TAM3022 ,SBSP,SBBR,1721006590,1721011568,,,,,,
e48394,GLO1400 ,SBSP,SBBR,1721034378,1721039234,,,,,,
e49c5a,TAM3000 ,SBSP,SBBR,1721034715,1721039728,,,,,,
e4988f,GLO1430 ,SBSP,SBBR,1721036568,1721041588,,,,,,
e4962d,AZU6011 ,SBSP,SBBR,1721039993,1721044713,,,,,,
e48198,TAM3006 ,SBSP,SBBR,1721042580,1721047704,,,,,,
e495d8,AZU6000 ,SBSP,SBBR,1721046181,1721051354,,,,,,
e48db2,GLO1442 ,SBSP,SBBR,1721047692,1721052705,,,,,,
e48dc2,TAM3004 ,SBSP,SBBR,1721047881,1721053068,,,,,,
e49221,TAM4700 ,SBSP,SBBR,1721051613,1721056630,,,,,,
e49a0f,PSBLL   ,SBSP,SBBR,1721051794,1721057549,,,,,,
e490f1,TAM3008 ,SBSP,SBBR,1721053801,1721058849,,,,,,
e49511,GLO1362 ,SBSP,SBBR,1721056976,1721071128,,,,,,
e49a86,AZU6002 ,SBSP,SBBR,1721057287,1721062139,,,,,,
e480f9,TAM3108 ,SBSP,SBBR,1721061305,1721066309,,,,,,
e495d8,AZU6004 ,SBSP,SBBR,1721064396,1721069499,,,,,,
e4988c,GLO1452 ,SBSP,SBBR,1721065530,1721070375,,,,,,
e48b66,TAM4704 ,SBSP,SBBR,1721068538,1721082682,,,,,,
e48b01,GLO1334 ,SBSP,SBBR,1721071566,1721082461,,,,,,
e4952f,GLO1454 ,SBSP,SBBR,1721071815,1721076695,,,,,,
e49ec9,AZU6006 ,SBSP,SBBR,1721073183,1721078066,,,,,,
e49eca,AZU4524 ,SBSP,SBBR,1721076083,1721080916,,,,,,
e48e77,GLO1456 ,SBSP,SBBR,1721077091,1721082020,,,,,,
e48e46,TAM3012 ,SBSP,SBBR,1721079270,1721084260,,,,,,
e48519,TAM3787 ,SBSP,SBBR,1721083362,1721094718,,,,,,
e49180,TAM3022 ,SBSP,SBBR,1721090307,1721095169,,,,,,
e49ec9,AZU6008 ,SBSP,SBBR,1721090776,1721095814,,,,,,
e48014,TAM3000 ,SBSP,SBBR,1721120876,1721126117,,,,,,
e49b52,GLO1400 ,SBSP,SBBR,1721121115,1721126258,,,,,,
e4988e,GLO1430 ,SBSP,SBBR,1721123183,1721128193,,,,,,
e497f9,PSGSI   ,SBSP,SBBR,1721125151,1721130117,,,,,,
e49eca,AZU6011 ,SBSP,SBBR,1721126353,1721131284,,,,,,
e48e46,TAM3537 ,SBSP,SBBR,1721126479,1721131492,,,,,,
e483dd,TAM3006 ,SBSP,SBBR,1721129404,1721134484,,,,,,
e495d8,AZU6000 ,SBSP,SBBR,1721132144,1721137229,,,,,,
e48d6e,PPNMM   ,SBSP,SBBR,1721132778,1721138234,,,,,,
e4950d,GLO1442 ,SBSP,SBBR,1721133423,1721138489,,,,,,
e48011,TAM3004 ,SBSP,SBBR,1721134631,1721139849,,,,,,
e4999d,TAM4700 ,SBSP,SBBR,1721137920,1721143099,,,,,,
e49511,GLO1444 ,SBSP,SBBR,1721139366,1721144939,,,,,,
